joint id: 0, measured_angle: 0.024654, target_angle: 0.024954, newest_measurement_index: 6018, sent_torque: 0.000000, measured_torque: 0.003438
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6338, sent_torque: -0.046655, measured_torque: -0.042187
joint id: 6, measured_angle: 0.058060, target_angle: 0.071126, newest_measurement_index: 5951, sent_torque: 0.077959, measured_torque: 0.077514
joint id: 7, measured_angle: 0.038951, target_angle: 0.063857, newest_measurement_index: 6015, sent_torque: 0.141727, measured_torque: 0.159947
joint id: 8, measured_angle: -0.005389, target_angle: -0.036379, newest_measurement_index: 6015, sent_torque: -0.092065, measured_torque: -0.090423
joint id: 0, measured_angle: 0.029954, target_angle: 0.086754, newest_measurement_index: 6212, sent_torque: 0.167916, measured_torque: 0.128830
joint id: 1, measured_angle: -0.007412, target_angle: 0.041542, newest_measurement_index: 6248, sent_torque: 0.143869, measured_torque: 0.139836
joint id: 2, measured_angle: -0.080241, target_angle: -0.066722, newest_measurement_index: 6248, sent_torque: 0.034968, measured_torque: -0.001161
joint id: 3, measured_angle: 0.023554, target_angle: 0.052143, newest_measurement_index: 6262, sent_torque: 0.083456, measured_torque: 0.089497
joint id: 4, measured_angle: 0.012500, target_angle: 0.052945, newest_measurement_index: 6339, sent_torque: 0.115895, measured_torque: 0.112755
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6339, sent_torque: -0.046687, measured_torque: -0.050893
joint id: 6, measured_angle: 0.057885, target_angle: 0.071426, newest_measurement_index: 5952, sent_torque: 0.081065, measured_torque: 0.074113
joint id: 7, measured_angle: 0.039718, target_angle: 0.064157, newest_measurement_index: 6016, sent_torque: 0.138612, measured_torque: 0.144037
joint id: 8, measured_angle: -0.005389, target_angle: -0.036679, newest_measurement_index: 6016, sent_torque: -0.092970, measured_torque: -0.093181
joint id: 0, measured_angle: 0.030198, target_angle: 0.087054, newest_measurement_index: 6213, sent_torque: 0.167238, measured_torque: 0.123863
joint id: 1, measured_angle: -0.007412, target_angle: 0.041842, newest_measurement_index: 6248, sent_torque: 0.144646, measured_torque: 0.139836
joint id: 2, measured_angle: -0.080241, target_angle: -0.067022, newest_measurement_index: 6248, sent_torque: 0.030192, measured_torque: -0.001161
joint id: 3, measured_angle: 0.023693, target_angle: 0.052443, newest_measurement_index: 6263, sent_torque: 0.084331, measured_torque: 0.083623
joint id: 4, measured_angle: 0.012918, target_angle: 0.053245, newest_measurement_index: 6340, sent_torque: 0.115623, measured_torque: 0.115065
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6340, sent_torque: -0.046530, measured_torque: -0.047793
joint id: 6, measured_angle: 0.057746, target_angle: 0.071726, newest_measurement_index: 5953, sent_torque: 0.083899, measured_torque: 0.078887
joint id: 7, measured_angle: 0.040485, target_angle: 0.064457, newest_measurement_index: 6017, sent_torque: 0.135340, measured_torque: 0.148485
joint id: 8, measured_angle: -0.005389, target_angle: -0.036979, newest_measurement_index: 6017, sent_torque: -0.093870, measured_torque: -0.092282
joint id: 0, measured_angle: 0.030198, target_angle: 0.087354, newest_measurement_index: 6213, sent_torque: 0.167144, measured_torque: 0.123863
joint id: 1, measured_angle: -0.006958, target_angle: 0.042142, newest_measurement_index: 6250, sent_torque: 0.145546, measured_torque: 0.121770
joint id: 2, measured_angle: -0.077904, target_angle: -0.067322, newest_measurement_index: 6250, sent_torque: 0.029292, measured_torque: -0.001623
joint id: 3, measured_angle: 0.023867, target_angle: 0.052743, newest_measurement_index: 6264, sent_torque: 0.083814, measured_torque: 0.082862
joint id: 4, measured_angle: 0.013336, target_angle: 0.053545, newest_measurement_index: 6341, sent_torque: 0.114958, measured_torque: 0.115522
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6341, sent_torque: -0.046522, measured_torque: -0.047963
joint id: 6, measured_angle: 0.057641, target_angle: 0.072026, newest_measurement_index: 5954, sent_torque: 0.086047, measured_torque: 0.074960
joint id: 7, measured_angle: 0.041810, target_angle: 0.064757, newest_measurement_index: 6019, sent_torque: 0.132756, measured_torque: 0.151666
joint id: 8, measured_angle: -0.005389, target_angle: -0.037279, newest_measurement_index: 6019, sent_torque: -0.094770, measured_torque: -0.095179
joint id: 0, measured_angle: 0.030791, target_angle: 0.087654, newest_measurement_index: 6215, sent_torque: 0.168044, measured_torque: 0.134266
joint id: 1, measured_angle: -0.006958, target_angle: 0.042442, newest_measurement_index: 6250, sent_torque: 0.144900, measured_torque: 0.121770
joint id: 2, measured_angle: -0.077904, target_angle: -0.067622, newest_measurement_index: 6250, sent_torque: 0.018341, measured_torque: -0.001623
joint id: 3, measured_angle: 0.024077, target_angle: 0.053043, newest_measurement_index: 6265, sent_torque: 0.084068, measured_torque: 0.078030
joint id: 4, measured_angle: 0.013755, target_angle: 0.053845, newest_measurement_index: 6342, sent_torque: 0.114592, measured_torque: 0.119591
joint id: 5, measured_angle: -0.000558, target_angle: -0.016065, newest_measurement_index: 6342, sent_torque: -0.046522, measured_torque: -0.045643
joint id: 6, measured_angle: 0.057572, target_angle: 0.072326, newest_measurement_index: 5955, sent_torque: 0.088475, measured_torque: 0.079092
joint id: 7, measured_angle: 0.041810, target_angle: 0.065057, newest_measurement_index: 6019, sent_torque: 0.129050, measured_torque: 0.138898
joint id: 8, measured_angle: -0.005389, target_angle: -0.037579, newest_measurement_index: 6019, sent_torque: -0.095670, measured_torque: -0.088765
joint id: 0, measured_angle: 0.031558, target_angle: 0.087954, newest_measurement_index: 6217, sent_torque: 0.166871, measured_torque: 0.128419
joint id: 1, measured_angle: -0.006819, target_angle: 0.042742, newest_measurement_index: 6251, sent_torque: 0.145800, measured_torque: 0.141431
joint id: 2, measured_angle: -0.076963, target_angle: -0.067922, newest_measurement_index: 6251, sent_torque: 0.017441, measured_torque: 0.008937
joint id: 3, measured_angle: 0.024286, target_angle: 0.053343, newest_measurement_index: 6266, sent_torque: 0.084217, measured_torque: 0.086872
joint id: 4, measured_angle: 0.014139, target_angle: 0.054145, newest_measurement_index: 6343, sent_torque: 0.114026, measured_torque: 0.104997
joint id: 5, measured_angle: -0.000593, target_angle: -0.016065, newest_measurement_index: 6343, sent_torque: -0.046522, measured_torque: -0.040890
joint id: 6, measured_angle: 0.057537, target_angle: 0.072626, newest_measurement_index: 5956, sent_torque: 0.089167, measured_torque: 0.083114
joint id: 7, measured_angle: 0.042333, target_angle: 0.065357, newest_measurement_index: 6020, sent_torque: 0.130850, measured_torque: 0.138898
joint id: 8, measured_angle: -0.005389, target_angle: -0.037879, newest_measurement_index: 6020, sent_torque: -0.096570, measured_torque: -0.088765
joint id: 0, measured_angle: 0.031558, target_angle: 0.088254, newest_measurement_index: 6217, sent_torque: 0.163504, measured_torque: 0.128419
joint id: 1, measured_angle: -0.006714, target_angle: 0.043042, newest_measurement_index: 6252, sent_torque: 0.146306, measured_torque: 0.129964
joint id: 2, measured_angle: -0.075987, target_angle: -0.068222, newest_measurement_index: 6252, sent_torque: 0.012035, measured_torque: 0.004876
joint id: 3, measured_angle: 0.024565, target_angle: 0.053643, newest_measurement_index: 6267, sent_torque: 0.084359, measured_torque: 0.087189
joint id: 4, measured_angle: 0.014522, target_angle: 0.054445, newest_measurement_index: 6344, sent_torque: 0.114251, measured_torque: 0.108242
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6344, sent_torque: -0.046118, measured_torque: -0.048298
joint id: 6, measured_angle: 0.057537, target_angle: 0.072926, newest_measurement_index: 5957, sent_torque: 0.090681, measured_torque: 0.082829
joint id: 7, measured_angle: 0.042717, target_angle: 0.065657, newest_measurement_index: 6021, sent_torque: 0.130993, measured_torque: 0.127575
joint id: 8, measured_angle: -0.005389, target_angle: -0.038179, newest_measurement_index: 6021, sent_torque: -0.097470, measured_torque: -0.096698
joint id: 0, measured_angle: 0.032011, target_angle: 0.088554, newest_measurement_index: 6218, sent_torque: 0.164404, measured_torque: 0.126198
joint id: 1, measured_angle: -0.006505, target_angle: 0.043342, newest_measurement_index: 6253, sent_torque: 0.147817, measured_torque: 0.140807
joint id: 2, measured_angle: -0.073859, target_angle: -0.068522, newest_measurement_index: 6253, sent_torque: 0.008301, measured_torque: 0.010285
joint id: 3, measured_angle: 0.024879, target_angle: 0.053943, newest_measurement_index: 6268, sent_torque: 0.084109, measured_torque: 0.074023
joint id: 4, measured_angle: 0.014941, target_angle: 0.054745, newest_measurement_index: 6345, sent_torque: 0.114186, measured_torque: 0.115202
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6345, sent_torque: -0.045626, measured_torque: -0.043814
joint id: 6, measured_angle: 0.057572, target_angle: 0.073226, newest_measurement_index: 5958, sent_torque: 0.092343, measured_torque: 0.088116
joint id: 7, measured_angle: 0.042996, target_angle: 0.065957, newest_measurement_index: 6022, sent_torque: 0.132073, measured_torque: 0.130561
joint id: 8, measured_angle: -0.005424, target_angle: -0.038479, newest_measurement_index: 6022, sent_torque: -0.098370, measured_torque: -0.097795
joint id: 0, measured_angle: 0.032534, target_angle: 0.088854, newest_measurement_index: 6219, sent_torque: 0.162503, measured_torque: 0.133173
joint id: 1, measured_angle: -0.006505, target_angle: 0.043642, newest_measurement_index: 6253, sent_torque: 0.148158, measured_torque: 0.140807
joint id: 2, measured_angle: -0.073859, target_angle: -0.068822, newest_measurement_index: 6253, sent_torque: -0.000352, measured_torque: 0.010285
joint id: 3, measured_angle: 0.025262, target_angle: 0.054243, newest_measurement_index: 6269, sent_torque: 0.083590, measured_torque: 0.088857
joint id: 4, measured_angle: 0.015359, target_angle: 0.055045, newest_measurement_index: 6346, sent_torque: 0.113029, measured_torque: 0.112384
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6346, sent_torque: -0.046234, measured_torque: -0.050412
joint id: 6, measured_angle: 0.057641, target_angle: 0.073526, newest_measurement_index: 5959, sent_torque: 0.092648, measured_torque: 0.082009
joint id: 7, measured_angle: 0.043449, target_angle: 0.066257, newest_measurement_index: 6024, sent_torque: 0.133609, measured_torque: 0.126269
joint id: 8, measured_angle: -0.005459, target_angle: -0.038779, newest_measurement_index: 6024, sent_torque: -0.098342, measured_torque: -0.088913
joint id: 0, measured_angle: 0.033790, target_angle: 0.089154, newest_measurement_index: 6221, sent_torque: 0.161173, measured_torque: 0.129635
joint id: 1, measured_angle: -0.006365, target_angle: 0.043942, newest_measurement_index: 6255, sent_torque: 0.149058, measured_torque: 0.137893
joint id: 2, measured_angle: -0.071558, target_angle: -0.069122, newest_measurement_index: 6255, sent_torque: -0.001252, measured_torque: 0.022796
joint id: 3, measured_angle: 0.025681, target_angle: 0.054543, newest_measurement_index: 6270, sent_torque: 0.082682, measured_torque: 0.078764
joint id: 4, measured_angle: 0.015812, target_angle: 0.055345, newest_measurement_index: 6347, sent_torque: 0.112173, measured_torque: 0.116946
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6347, sent_torque: -0.046309, measured_torque: -0.050502
joint id: 6, measured_angle: 0.057746, target_angle: 0.073826, newest_measurement_index: 5960, sent_torque: 0.094442, measured_torque: 0.092764
joint id: 7, measured_angle: 0.043449, target_angle: 0.066557, newest_measurement_index: 6024, sent_torque: 0.133832, measured_torque: 0.126269
joint id: 8, measured_angle: -0.005459, target_angle: -0.039079, newest_measurement_index: 6024, sent_torque: -0.099136, measured_torque: -0.088913
joint id: 0, measured_angle: 0.033790, target_angle: 0.089454, newest_measurement_index: 6221, sent_torque: 0.155763, measured_torque: 0.129635
joint id: 1, measured_angle: -0.006331, target_angle: 0.044242, newest_measurement_index: 6256, sent_torque: 0.149320, measured_torque: 0.134140
joint id: 2, measured_angle: -0.070303, target_angle: -0.069422, newest_measurement_index: 6256, sent_torque: -0.009729, measured_torque: 0.022224
joint id: 3, measured_angle: 0.026134, target_angle: 0.054843, newest_measurement_index: 6271, sent_torque: 0.080736, measured_torque: 0.077336
joint id: 4, measured_angle: 0.016301, target_angle: 0.055645, newest_measurement_index: 6348, sent_torque: 0.111926, measured_torque: 0.107071
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6348, sent_torque: -0.046313, measured_torque: -0.043814
joint id: 6, measured_angle: 0.057851, target_angle: 0.074126, newest_measurement_index: 5961, sent_torque: 0.095118, measured_torque: 0.084656
joint id: 7, measured_angle: 0.043658, target_angle: 0.066857, newest_measurement_index: 6025, sent_torque: 0.135632, measured_torque: 0.129155
joint id: 8, measured_angle: -0.005459, target_angle: -0.039379, newest_measurement_index: 6025, sent_torque: -0.100036, measured_torque: -0.095804
joint id: 0, measured_angle: 0.034522, target_angle: 0.089754, newest_measurement_index: 6222, sent_torque: 0.156663, measured_torque: 0.134260
joint id: 1, measured_angle: -0.006331, target_angle: 0.044542, newest_measurement_index: 6256, sent_torque: 0.150993, measured_torque: 0.134140
joint id: 2, measured_angle: -0.070303, target_angle: -0.069722, newest_measurement_index: 6256, sent_torque: -0.017154, measured_torque: 0.022224
joint id: 3, measured_angle: 0.026657, target_angle: 0.055143, newest_measurement_index: 6272, sent_torque: 0.079260, measured_torque: 0.078760
joint id: 4, measured_angle: 0.016824, target_angle: 0.055945, newest_measurement_index: 6349, sent_torque: 0.110812, measured_torque: 0.116528
joint id: 5, measured_angle: -0.000628, target_angle: -0.016065, newest_measurement_index: 6349, sent_torque: -0.046313, measured_torque: -0.046273
joint id: 6, measured_angle: 0.057955, target_angle: 0.074426, newest_measurement_index: 5962, sent_torque: 0.095872, measured_torque: 0.092103
joint id: 7, measured_angle: 0.044216, target_angle: 0.067157, newest_measurement_index: 6027, sent_torque: 0.136194, measured_torque: 0.135238
joint id: 8, measured_angle: -0.005494, target_angle: -0.039679, newest_measurement_index: 6027, sent_torque: -0.101721, measured_torque: -0.110520
