joint id: 0, measured_angle: -0.000716, target_angle: -0.000416, newest_measurement_index: 11190, sent_torque: 0.000000, measured_torque: -0.000211
joint id: 5, measured_angle: -0.052499, target_angle: -0.083055, newest_measurement_index: 11664, sent_torque: -0.083002, measured_torque: -0.090981
joint id: 6, measured_angle: -0.058789, target_angle: 0.021597, newest_measurement_index: 11155, sent_torque: 0.324000, measured_torque: -0.000294
joint id: 7, measured_angle: -0.040434, target_angle: 0.039778, newest_measurement_index: 11221, sent_torque: 0.324000, measured_torque: 0.012812
joint id: 8, measured_angle: -0.000228, target_angle: -0.080998, newest_measurement_index: 11221, sent_torque: -0.241409, measured_torque: 0.009392
joint id: 0, measured_angle: -0.000716, target_angle: 0.080284, newest_measurement_index: 11410, sent_torque: 0.242100, measured_torque: -0.000897
joint id: 1, measured_angle: 0.107200, target_angle: 0.188235, newest_measurement_index: 11465, sent_torque: 0.242205, measured_torque: 0.002375
joint id: 2, measured_angle: -0.003471, target_angle: -0.084262, newest_measurement_index: 11465, sent_torque: -0.241462, measured_torque: 0.005171
joint id: 3, measured_angle: 0.048645, target_angle: 0.079028, newest_measurement_index: 11572, sent_torque: 0.093912, measured_torque: 0.085320
joint id: 4, measured_angle: -0.064444, target_angle: -0.026335, newest_measurement_index: 11665, sent_torque: 0.112323, measured_torque: 0.107358
joint id: 5, measured_angle: -0.052988, target_angle: -0.083355, newest_measurement_index: 11665, sent_torque: -0.082949, measured_torque: -0.090012
joint id: 6, measured_angle: -0.058789, target_angle: 0.021897, newest_measurement_index: 11156, sent_torque: 0.324000, measured_torque: -0.000294
joint id: 7, measured_angle: -0.040434, target_angle: 0.040078, newest_measurement_index: 11222, sent_torque: 0.324000, measured_torque: 0.006563
joint id: 8, measured_angle: -0.000228, target_angle: -0.081298, newest_measurement_index: 11222, sent_torque: -0.242309, measured_torque: 0.005682
joint id: 0, measured_angle: -0.000716, target_angle: 0.080584, newest_measurement_index: 11411, sent_torque: 0.243000, measured_torque: 0.001711
joint id: 1, measured_angle: 0.107200, target_angle: 0.188535, newest_measurement_index: 11466, sent_torque: 0.243105, measured_torque: 0.005266
joint id: 2, measured_angle: -0.003471, target_angle: -0.084562, newest_measurement_index: 11466, sent_torque: -0.242362, measured_torque: 0.002426
joint id: 3, measured_angle: 0.048505, target_angle: 0.079328, newest_measurement_index: 11573, sent_torque: 0.095014, measured_torque: 0.084147
joint id: 4, measured_angle: -0.064375, target_angle: -0.026035, newest_measurement_index: 11666, sent_torque: 0.112549, measured_torque: 0.108535
joint id: 5, measured_angle: -0.053476, target_angle: -0.083655, newest_measurement_index: 11666, sent_torque: -0.083392, measured_torque: -0.077375
joint id: 6, measured_angle: -0.058789, target_angle: 0.022197, newest_measurement_index: 11157, sent_torque: 0.324000, measured_torque: 0.001535
joint id: 7, measured_angle: -0.040434, target_angle: 0.040378, newest_measurement_index: 11223, sent_torque: 0.324000, measured_torque: 0.005545
joint id: 8, measured_angle: -0.000228, target_angle: -0.081598, newest_measurement_index: 11223, sent_torque: -0.243209, measured_torque: 0.007091
joint id: 0, measured_angle: -0.000716, target_angle: 0.080884, newest_measurement_index: 11411, sent_torque: 0.243900, measured_torque: 0.001711
joint id: 1, measured_angle: 0.107200, target_angle: 0.188835, newest_measurement_index: 11468, sent_torque: 0.244005, measured_torque: 0.006648
joint id: 2, measured_angle: -0.003471, target_angle: -0.084862, newest_measurement_index: 11468, sent_torque: -0.243272, measured_torque: -0.000319
joint id: 3, measured_angle: 0.048435, target_angle: 0.079628, newest_measurement_index: 11574, sent_torque: 0.095535, measured_torque: 0.102129
joint id: 4, measured_angle: -0.064305, target_angle: -0.025735, newest_measurement_index: 11667, sent_torque: 0.114096, measured_torque: 0.112326
joint id: 5, measured_angle: -0.053929, target_angle: -0.083955, newest_measurement_index: 11667, sent_torque: -0.083200, measured_torque: -0.082133
joint id: 6, measured_angle: -0.058789, target_angle: 0.022497, newest_measurement_index: 11158, sent_torque: 0.324000, measured_torque: 0.001535
joint id: 7, measured_angle: -0.040434, target_angle: 0.040678, newest_measurement_index: 11224, sent_torque: 0.324000, measured_torque: 0.003161
joint id: 8, measured_angle: -0.000228, target_angle: -0.081898, newest_measurement_index: 11224, sent_torque: -0.244109, measured_torque: 0.008069
joint id: 0, measured_angle: -0.000716, target_angle: 0.081184, newest_measurement_index: 11413, sent_torque: 0.244800, measured_torque: 0.001487
joint id: 1, measured_angle: 0.107200, target_angle: 0.189135, newest_measurement_index: 11468, sent_torque: 0.244905, measured_torque: 0.006648
joint id: 2, measured_angle: -0.003471, target_angle: -0.085162, newest_measurement_index: 11468, sent_torque: -0.244172, measured_torque: -0.000319
joint id: 3, measured_angle: 0.048470, target_angle: 0.079928, newest_measurement_index: 11575, sent_torque: 0.095323, measured_torque: 0.085330
joint id: 4, measured_angle: -0.064235, target_angle: -0.025435, newest_measurement_index: 11668, sent_torque: 0.115088, measured_torque: 0.121588
joint id: 5, measured_angle: -0.054313, target_angle: -0.084255, newest_measurement_index: 11668, sent_torque: -0.083294, measured_torque: -0.090315
joint id: 6, measured_angle: -0.058755, target_angle: 0.022797, newest_measurement_index: 11160, sent_torque: 0.324000, measured_torque: 0.004274
joint id: 7, measured_angle: -0.040434, target_angle: 0.040978, newest_measurement_index: 11225, sent_torque: 0.324000, measured_torque: 0.004874
joint id: 8, measured_angle: -0.000228, target_angle: -0.082198, newest_measurement_index: 11225, sent_torque: -0.245009, measured_torque: 0.011607
joint id: 0, measured_angle: -0.000716, target_angle: 0.081484, newest_measurement_index: 11414, sent_torque: 0.245700, measured_torque: -0.002369
joint id: 1, measured_angle: 0.107200, target_angle: 0.189435, newest_measurement_index: 11470, sent_torque: 0.245805, measured_torque: 0.001502
joint id: 2, measured_angle: -0.003471, target_angle: -0.085462, newest_measurement_index: 11470, sent_torque: -0.245072, measured_torque: -0.003907
joint id: 3, measured_angle: 0.048610, target_angle: 0.080228, newest_measurement_index: 11576, sent_torque: 0.095175, measured_torque: 0.084125
joint id: 4, measured_angle: -0.064235, target_angle: -0.025135, newest_measurement_index: 11669, sent_torque: 0.115461, measured_torque: 0.121588
joint id: 5, measured_angle: -0.054661, target_angle: -0.084555, newest_measurement_index: 11669, sent_torque: -0.083521, measured_torque: -0.089640
joint id: 6, measured_angle: -0.058755, target_angle: 0.023097, newest_measurement_index: 11160, sent_torque: 0.324000, measured_torque: 0.004274
joint id: 7, measured_angle: -0.040434, target_angle: 0.041278, newest_measurement_index: 11226, sent_torque: 0.324000, measured_torque: 0.005545
joint id: 8, measured_angle: -0.000228, target_angle: -0.082498, newest_measurement_index: 11226, sent_torque: -0.245909, measured_torque: 0.006661
joint id: 0, measured_angle: -0.000716, target_angle: 0.081784, newest_measurement_index: 11414, sent_torque: 0.246600, measured_torque: -0.002369
joint id: 1, measured_angle: 0.107200, target_angle: 0.189735, newest_measurement_index: 11471, sent_torque: 0.246705, measured_torque: 0.003502
joint id: 2, measured_angle: -0.003471, target_angle: -0.085762, newest_measurement_index: 11471, sent_torque: -0.245972, measured_torque: 0.003533
joint id: 3, measured_angle: 0.048610, target_angle: 0.080528, newest_measurement_index: 11576, sent_torque: 0.094136, measured_torque: 0.090176
joint id: 4, measured_angle: -0.064200, target_angle: -0.024835, newest_measurement_index: 11670, sent_torque: 0.117231, measured_torque: 0.116772
joint id: 5, measured_angle: -0.055010, target_angle: -0.084855, newest_measurement_index: 11670, sent_torque: -0.084682, measured_torque: -0.089640
joint id: 6, measured_angle: -0.058755, target_angle: 0.023397, newest_measurement_index: 11161, sent_torque: 0.324000, measured_torque: 0.003394
joint id: 7, measured_angle: -0.040434, target_angle: 0.041578, newest_measurement_index: 11227, sent_torque: 0.324000, measured_torque: -0.000240
joint id: 8, measured_angle: -0.000228, target_angle: -0.082798, newest_measurement_index: 11227, sent_torque: -0.246809, measured_torque: 0.014253
joint id: 0, measured_angle: -0.000716, target_angle: 0.082084, newest_measurement_index: 11416, sent_torque: 0.247500, measured_torque: 0.004560
joint id: 1, measured_angle: 0.107200, target_angle: 0.190035, newest_measurement_index: 11471, sent_torque: 0.247605, measured_torque: 0.003502
joint id: 2, measured_angle: -0.003471, target_angle: -0.086062, newest_measurement_index: 11471, sent_torque: -0.246872, measured_torque: 0.003533
joint id: 3, measured_angle: 0.049098, target_angle: 0.080828, newest_measurement_index: 11578, sent_torque: 0.093395, measured_torque: 0.098798
joint id: 4, measured_angle: -0.064200, target_angle: -0.024535, newest_measurement_index: 11671, sent_torque: 0.117854, measured_torque: 0.113569
joint id: 5, measured_angle: -0.055324, target_angle: -0.085155, newest_measurement_index: 11671, sent_torque: -0.084599, measured_torque: -0.083689
joint id: 6, measured_angle: -0.058755, target_angle: 0.023697, newest_measurement_index: 11162, sent_torque: 0.324000, measured_torque: 0.004344
joint id: 7, measured_angle: -0.040434, target_angle: 0.041878, newest_measurement_index: 11228, sent_torque: 0.324000, measured_torque: 0.005222
joint id: 8, measured_angle: -0.000228, target_angle: -0.083098, newest_measurement_index: 11228, sent_torque: -0.247709, measured_torque: 0.005596
joint id: 0, measured_angle: -0.000716, target_angle: 0.082384, newest_measurement_index: 11416, sent_torque: 0.248400, measured_torque: 0.004560
joint id: 1, measured_angle: 0.107200, target_angle: 0.190335, newest_measurement_index: 11473, sent_torque: 0.248505, measured_torque: 0.000120
joint id: 2, measured_angle: -0.003471, target_angle: -0.086362, newest_measurement_index: 11473, sent_torque: -0.247772, measured_torque: 0.000235
joint id: 3, measured_angle: 0.049412, target_angle: 0.081128, newest_measurement_index: 11579, sent_torque: 0.092064, measured_torque: 0.088002
joint id: 4, measured_angle: -0.064165, target_angle: -0.024235, newest_measurement_index: 11672, sent_torque: 0.118986, measured_torque: 0.109681
joint id: 5, measured_angle: -0.055638, target_angle: -0.085455, newest_measurement_index: 11672, sent_torque: -0.084775, measured_torque: -0.084503
joint id: 6, measured_angle: -0.058755, target_angle: 0.023997, newest_measurement_index: 11164, sent_torque: 0.324000, measured_torque: 0.000656
joint id: 7, measured_angle: -0.040434, target_angle: 0.042178, newest_measurement_index: 11229, sent_torque: 0.324000, measured_torque: 0.004295
joint id: 8, measured_angle: -0.000228, target_angle: -0.083398, newest_measurement_index: 11229, sent_torque: -0.248609, measured_torque: 0.004273
joint id: 0, measured_angle: -0.000716, target_angle: 0.082684, newest_measurement_index: 11417, sent_torque: 0.249300, measured_torque: -0.005665
joint id: 1, measured_angle: 0.107200, target_angle: 0.190635, newest_measurement_index: 11474, sent_torque: 0.249405, measured_torque: -0.009898
joint id: 2, measured_angle: -0.003471, target_angle: -0.086662, newest_measurement_index: 11474, sent_torque: -0.248672, measured_torque: -0.001692
joint id: 3, measured_angle: 0.049726, target_angle: 0.081428, newest_measurement_index: 11580, sent_torque: 0.091077, measured_torque: 0.092279
joint id: 4, measured_angle: -0.064130, target_angle: -0.023935, newest_measurement_index: 11673, sent_torque: 0.119043, measured_torque: 0.109681
joint id: 5, measured_angle: -0.055952, target_angle: -0.085755, newest_measurement_index: 11673, sent_torque: -0.084744, measured_torque: -0.084503
joint id: 6, measured_angle: -0.058755, target_angle: 0.024297, newest_measurement_index: 11164, sent_torque: 0.324000, measured_torque: 0.006663
joint id: 7, measured_angle: -0.040434, target_angle: 0.042478, newest_measurement_index: 11230, sent_torque: 0.324000, measured_torque: 0.005545
joint id: 8, measured_angle: -0.000228, target_angle: -0.083698, newest_measurement_index: 11230, sent_torque: -0.249509, measured_torque: 0.005768
joint id: 0, measured_angle: -0.000716, target_angle: 0.082984, newest_measurement_index: 11419, sent_torque: 0.250200, measured_torque: -0.006225
joint id: 1, measured_angle: 0.107200, target_angle: 0.190935, newest_measurement_index: 11474, sent_torque: 0.250305, measured_torque: -0.009898
joint id: 2, measured_angle: -0.003471, target_angle: -0.086962, newest_measurement_index: 11474, sent_torque: -0.249572, measured_torque: -0.001692
joint id: 3, measured_angle: 0.050074, target_angle: 0.081728, newest_measurement_index: 11581, sent_torque: 0.090832, measured_torque: 0.089890
joint id: 4, measured_angle: -0.064096, target_angle: -0.023635, newest_measurement_index: 11674, sent_torque: 0.119776, measured_torque: 0.118157
joint id: 5, measured_angle: -0.056266, target_angle: -0.086055, newest_measurement_index: 11674, sent_torque: -0.084583, measured_torque: -0.085358
joint id: 6, measured_angle: -0.058755, target_angle: 0.024597, newest_measurement_index: 11165, sent_torque: 0.324000, measured_torque: 0.006663
joint id: 7, measured_angle: -0.040434, target_angle: 0.042778, newest_measurement_index: 11231, sent_torque: 0.324000, measured_torque: -0.001374
joint id: 8, measured_angle: -0.000228, target_angle: -0.083998, newest_measurement_index: 11231, sent_torque: -0.250409, measured_torque: 0.004359
joint id: 0, measured_angle: -0.000716, target_angle: 0.083284, newest_measurement_index: 11420, sent_torque: 0.251100, measured_torque: -0.002145
joint id: 1, measured_angle: 0.107200, target_angle: 0.191235, newest_measurement_index: 11475, sent_torque: 0.251205, measured_torque: -0.007535
joint id: 2, measured_angle: -0.003471, target_angle: -0.087262, newest_measurement_index: 11475, sent_torque: -0.250472, measured_torque: 0.002979
joint id: 3, measured_angle: 0.050388, target_angle: 0.082028, newest_measurement_index: 11582, sent_torque: 0.090679, measured_torque: 0.088272
joint id: 4, measured_angle: -0.063956, target_angle: -0.023335, newest_measurement_index: 11676, sent_torque: 0.120402, measured_torque: 0.123418
joint id: 5, measured_angle: -0.057068, target_angle: -0.086355, newest_measurement_index: 11676, sent_torque: -0.084656, measured_torque: -0.087054
