joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 0, measured_angle: -0.002355, target_angle: 0.123010, newest_measurement_index: 11224, sent_torque: 0.324000, measured_torque: 0.005866
joint id: 1, measured_angle: -0.116750, target_angle: 0.008545, newest_measurement_index: 11361, sent_torque: 0.324000, measured_torque: 0.004532
joint id: 2, measured_angle: -0.002495, target_angle: -0.127651, newest_measurement_index: 11361, sent_torque: -0.324000, measured_torque: -0.013855
joint id: 3, measured_angle: 0.090873, target_angle: 0.136296, newest_measurement_index: 11604, sent_torque: 0.129191, measured_torque: 0.128334
joint id: 4, measured_angle: 0.062086, target_angle: 0.123324, newest_measurement_index: 11655, sent_torque: 0.182150, measured_torque: 0.176736
joint id: 5, measured_angle: -0.090632, target_angle: -0.126953, newest_measurement_index: 11655, sent_torque: -0.106603, measured_torque: -0.106774
joint id: 6, measured_angle: -0.000891, target_angle: 0.124300, newest_measurement_index: 11162, sent_torque: 0.324000, measured_torque: 0.002112
joint id: 7, measured_angle: -0.108188, target_angle: 0.016340, newest_measurement_index: 11213, sent_torque: 0.324000, measured_torque: -0.002027
joint id: 8, measured_angle: -0.000263, target_angle: -0.125733, newest_measurement_index: 11213, sent_torque: -0.324000, measured_torque: -0.000584
joint id: 0, measured_angle: -0.002355, target_angle: 0.123310, newest_measurement_index: 11224, sent_torque: 0.324000, measured_torque: 0.005866
joint id: 1, measured_angle: -0.116750, target_angle: 0.008845, newest_measurement_index: 11362, sent_torque: 0.324000, measured_torque: 0.005720
joint id: 2, measured_angle: -0.002495, target_angle: -0.127951, newest_measurement_index: 11362, sent_torque: -0.324000, measured_torque: -0.009829
joint id: 3, measured_angle: 0.091605, target_angle: 0.136596, newest_measurement_index: 11605, sent_torque: 0.126911, measured_torque: 0.123646
joint id: 4, measured_angle: 0.062016, target_angle: 0.123624, newest_measurement_index: 11657, sent_torque: 0.183691, measured_torque: 0.198090
joint id: 5, measured_angle: -0.090841, target_angle: -0.127253, newest_measurement_index: 11657, sent_torque: -0.106878, measured_torque: -0.108639
joint id: 6, measured_angle: -0.000891, target_angle: 0.124600, newest_measurement_index: 11163, sent_torque: 0.324000, measured_torque: 0.004519
joint id: 7, measured_angle: -0.108188, target_angle: 0.016640, newest_measurement_index: 11214, sent_torque: 0.324000, measured_torque: 0.001396
joint id: 8, measured_angle: -0.000263, target_angle: -0.126033, newest_measurement_index: 11214, sent_torque: -0.324000, measured_torque: 0.004273
joint id: 0, measured_angle: -0.002355, target_angle: 0.123610, newest_measurement_index: 11225, sent_torque: 0.324000, measured_torque: -0.004891
joint id: 1, measured_angle: -0.116750, target_angle: 0.009145, newest_measurement_index: 11362, sent_torque: 0.324000, measured_torque: 0.005720
joint id: 2, measured_angle: -0.002495, target_angle: -0.128251, newest_measurement_index: 11364, sent_torque: -0.324000, measured_torque: -0.013315
joint id: 3, measured_angle: 0.092338, target_angle: 0.136896, newest_measurement_index: 11606, sent_torque: 0.123751, measured_torque: 0.122229
joint id: 4, measured_angle: 0.061912, target_angle: 0.123924, newest_measurement_index: 11658, sent_torque: 0.185569, measured_torque: 0.181689
joint id: 5, measured_angle: -0.090946, target_angle: -0.127553, newest_measurement_index: 11658, sent_torque: -0.107134, measured_torque: -0.114238
joint id: 6, measured_angle: -0.000891, target_angle: 0.124900, newest_measurement_index: 11164, sent_torque: 0.324000, measured_torque: 0.006918
joint id: 7, measured_angle: -0.108188, target_angle: 0.016940, newest_measurement_index: 11215, sent_torque: 0.324000, measured_torque: 0.002640
joint id: 8, measured_angle: -0.000263, target_angle: -0.126333, newest_measurement_index: 11215, sent_torque: -0.324000, measured_torque: 0.001966
joint id: 0, measured_angle: -0.002355, target_angle: 0.123910, newest_measurement_index: 11226, sent_torque: 0.324000, measured_torque: 0.006665
joint id: 1, measured_angle: -0.116750, target_angle: 0.009445, newest_measurement_index: 11364, sent_torque: 0.324000, measured_torque: 0.015288
joint id: 2, measured_angle: -0.002495, target_angle: -0.128551, newest_measurement_index: 11364, sent_torque: -0.324000, measured_torque: -0.013315
joint id: 3, measured_angle: 0.093140, target_angle: 0.137196, newest_measurement_index: 11607, sent_torque: 0.122719, measured_torque: 0.123244
joint id: 4, measured_angle: 0.061842, target_angle: 0.124224, newest_measurement_index: 11659, sent_torque: 0.186565, measured_torque: 0.192960
joint id: 5, measured_angle: -0.091016, target_angle: -0.127853, newest_measurement_index: 11659, sent_torque: -0.107994, measured_torque: -0.102276
joint id: 6, measured_angle: -0.000891, target_angle: 0.125200, newest_measurement_index: 11165, sent_torque: 0.324000, measured_torque: -0.009780
joint id: 7, measured_angle: -0.108188, target_angle: 0.017240, newest_measurement_index: 11216, sent_torque: 0.324000, measured_torque: 0.004194
joint id: 8, measured_angle: -0.000263, target_angle: -0.126633, newest_measurement_index: 11216, sent_torque: -0.324000, measured_torque: 0.005992
joint id: 0, measured_angle: -0.002355, target_angle: 0.124210, newest_measurement_index: 11226, sent_torque: 0.324000, measured_torque: 0.006665
joint id: 1, measured_angle: -0.116750, target_angle: 0.009745, newest_measurement_index: 11365, sent_torque: 0.324000, measured_torque: 0.000936
joint id: 2, measured_angle: -0.002495, target_angle: -0.128851, newest_measurement_index: 11365, sent_torque: -0.324000, measured_torque: -0.004713
joint id: 3, measured_angle: 0.093872, target_angle: 0.137496, newest_measurement_index: 11608, sent_torque: 0.120249, measured_torque: 0.127646
joint id: 4, measured_angle: 0.061842, target_angle: 0.124524, newest_measurement_index: 11659, sent_torque: 0.188465, measured_torque: 0.186438
joint id: 5, measured_angle: -0.091086, target_angle: -0.128153, newest_measurement_index: 11660, sent_torque: -0.108949, measured_torque: -0.099548
joint id: 6, measured_angle: -0.000891, target_angle: 0.125500, newest_measurement_index: 11165, sent_torque: 0.324000, measured_torque: -0.009780
joint id: 7, measured_angle: -0.108188, target_angle: 0.017540, newest_measurement_index: 11217, sent_torque: 0.324000, measured_torque: -0.000577
joint id: 8, measured_angle: -0.000263, target_angle: -0.126933, newest_measurement_index: 11217, sent_torque: -0.324000, measured_torque: 0.003038
joint id: 0, measured_angle: -0.002355, target_angle: 0.124510, newest_measurement_index: 11227, sent_torque: 0.324000, measured_torque: 0.005615
joint id: 1, measured_angle: -0.116750, target_angle: 0.010045, newest_measurement_index: 11365, sent_torque: 0.324000, measured_torque: 0.000936
joint id: 2, measured_angle: -0.002495, target_angle: -0.129151, newest_measurement_index: 11365, sent_torque: -0.324000, measured_torque: -0.004713
joint id: 3, measured_angle: 0.094535, target_angle: 0.137796, newest_measurement_index: 11609, sent_torque: 0.120121, measured_torque: 0.127057
joint id: 4, measured_angle: 0.061633, target_angle: 0.124824, newest_measurement_index: 11661, sent_torque: 0.189281, measured_torque: 0.194319
joint id: 5, measured_angle: -0.091155, target_angle: -0.128453, newest_measurement_index: 11661, sent_torque: -0.109640, measured_torque: -0.106905
joint id: 6, measured_angle: -0.000891, target_angle: 0.125800, newest_measurement_index: 11167, sent_torque: 0.324000, measured_torque: -0.003857
joint id: 7, measured_angle: -0.108188, target_angle: 0.017840, newest_measurement_index: 11218, sent_torque: 0.324000, measured_torque: 0.010525
joint id: 8, measured_angle: -0.000263, target_angle: -0.127233, newest_measurement_index: 11218, sent_torque: -0.324000, measured_torque: 0.004192
joint id: 0, measured_angle: -0.002355, target_angle: 0.124810, newest_measurement_index: 11227, sent_torque: 0.324000, measured_torque: 0.005615
joint id: 1, measured_angle: -0.116750, target_angle: 0.010345, newest_measurement_index: 11366, sent_torque: 0.324000, measured_torque: 0.002131
joint id: 2, measured_angle: -0.002495, target_angle: -0.129451, newest_measurement_index: 11366, sent_torque: -0.324000, measured_torque: 0.000806
joint id: 3, measured_angle: 0.095093, target_angle: 0.138096, newest_measurement_index: 11610, sent_torque: 0.120227, measured_torque: 0.127996
joint id: 4, measured_angle: 0.061563, target_angle: 0.125124, newest_measurement_index: 11662, sent_torque: 0.190951, measured_torque: 0.189418
joint id: 5, measured_angle: -0.091225, target_angle: -0.128753, newest_measurement_index: 11662, sent_torque: -0.110365, measured_torque: -0.105283
joint id: 6, measured_angle: -0.000891, target_angle: 0.126100, newest_measurement_index: 11168, sent_torque: 0.324000, measured_torque: 0.005703
joint id: 7, measured_angle: -0.108188, target_angle: 0.018140, newest_measurement_index: 11219, sent_torque: 0.324000, measured_torque: 0.001602
joint id: 8, measured_angle: -0.000263, target_angle: -0.127533, newest_measurement_index: 11219, sent_torque: -0.324000, measured_torque: 0.008057
joint id: 0, measured_angle: -0.002355, target_angle: 0.125110, newest_measurement_index: 11228, sent_torque: 0.324000, measured_torque: 0.006916
joint id: 1, measured_angle: -0.116750, target_angle: 0.010645, newest_measurement_index: 11367, sent_torque: 0.324000, measured_torque: 0.008115
joint id: 2, measured_angle: -0.002495, target_angle: -0.129751, newest_measurement_index: 11367, sent_torque: -0.324000, measured_torque: -0.004575
joint id: 3, measured_angle: 0.095546, target_angle: 0.138396, newest_measurement_index: 11611, sent_torque: 0.120696, measured_torque: 0.124183
joint id: 4, measured_angle: 0.061493, target_angle: 0.125424, newest_measurement_index: 11663, sent_torque: 0.192066, measured_torque: 0.194381
joint id: 5, measured_angle: -0.091295, target_angle: -0.129053, newest_measurement_index: 11663, sent_torque: -0.111058, measured_torque: -0.109985
joint id: 6, measured_angle: -0.000891, target_angle: 0.126400, newest_measurement_index: 11168, sent_torque: 0.324000, measured_torque: 0.004534
joint id: 7, measured_angle: -0.108188, target_angle: 0.018440, newest_measurement_index: 11220, sent_torque: 0.324000, measured_torque: -0.004206
joint id: 8, measured_angle: -0.000263, target_angle: -0.127833, newest_measurement_index: 11220, sent_torque: -0.324000, measured_torque: 0.001804
joint id: 0, measured_angle: -0.002355, target_angle: 0.125410, newest_measurement_index: 11230, sent_torque: 0.324000, measured_torque: 0.006963
joint id: 1, measured_angle: -0.116750, target_angle: 0.010945, newest_measurement_index: 11367, sent_torque: 0.324000, measured_torque: 0.008115
joint id: 2, measured_angle: -0.002495, target_angle: -0.130051, newest_measurement_index: 11367, sent_torque: -0.324000, measured_torque: -0.004575
joint id: 3, measured_angle: 0.095895, target_angle: 0.138696, newest_measurement_index: 11612, sent_torque: 0.122234, measured_torque: 0.127567
joint id: 4, measured_angle: 0.061458, target_angle: 0.125724, newest_measurement_index: 11664, sent_torque: 0.193395, measured_torque: 0.186783
joint id: 5, measured_angle: -0.091399, target_angle: -0.129353, newest_measurement_index: 11664, sent_torque: -0.111749, measured_torque: -0.113320
joint id: 6, measured_angle: -0.000891, target_angle: 0.126700, newest_measurement_index: 11169, sent_torque: 0.324000, measured_torque: 0.004534
joint id: 7, measured_angle: -0.108188, target_angle: 0.018740, newest_measurement_index: 11221, sent_torque: 0.324000, measured_torque: -0.000783
joint id: 8, measured_angle: -0.000263, target_angle: -0.128133, newest_measurement_index: 11221, sent_torque: -0.324000, measured_torque: 0.018439
joint id: 0, measured_angle: -0.002355, target_angle: 0.125710, newest_measurement_index: 11230, sent_torque: 0.324000, measured_torque: 0.006963
joint id: 1, measured_angle: -0.116750, target_angle: 0.011245, newest_measurement_index: 11369, sent_torque: 0.324000, measured_torque: 0.000931
joint id: 2, measured_angle: -0.002495, target_angle: -0.130351, newest_measurement_index: 11369, sent_torque: -0.324000, measured_torque: -0.013325
joint id: 3, measured_angle: 0.096208, target_angle: 0.138996, newest_measurement_index: 11613, sent_torque: 0.123583, measured_torque: 0.122145
joint id: 4, measured_angle: 0.061458, target_angle: 0.126024, newest_measurement_index: 11665, sent_torque: 0.193837, measured_torque: 0.198882
joint id: 5, measured_angle: -0.091504, target_angle: -0.129653, newest_measurement_index: 11665, sent_torque: -0.112664, measured_torque: -0.110400
joint id: 6, measured_angle: -0.000891, target_angle: 0.127000, newest_measurement_index: 11171, sent_torque: 0.324000, measured_torque: 0.002119
joint id: 7, measured_angle: -0.108188, target_angle: 0.019040, newest_measurement_index: 11222, sent_torque: 0.324000, measured_torque: 0.001809
joint id: 8, measured_angle: -0.000263, target_angle: -0.128433, newest_measurement_index: 11222, sent_torque: -0.324000, measured_torque: 0.005507
joint id: 0, measured_angle: -0.002355, target_angle: 0.126010, newest_measurement_index: 11231, sent_torque: 0.324000, measured_torque: 0.007419
joint id: 1, measured_angle: -0.116750, target_angle: 0.011545, newest_measurement_index: 11369, sent_torque: 0.324000, measured_torque: 0.000931
joint id: 2, measured_angle: -0.002495, target_angle: -0.130651, newest_measurement_index: 11369, sent_torque: -0.324000, measured_torque: -0.013325
joint id: 3, measured_angle: 0.096452, target_angle: 0.139296, newest_measurement_index: 11614, sent_torque: 0.124060, measured_torque: 0.127650
joint id: 4, measured_angle: 0.061423, target_angle: 0.126324, newest_measurement_index: 11666, sent_torque: 0.194683, measured_torque: 0.182816
joint id: 5, measured_angle: -0.091609, target_angle: -0.129953, newest_measurement_index: 11666, sent_torque: -0.112664, measured_torque: -0.114290
joint id: 6, measured_angle: -0.000891, target_angle: 0.127300, newest_measurement_index: 11172, sent_torque: 0.324000, measured_torque: 0.002127
joint id: 7, measured_angle: -0.108188, target_angle: 0.019340, newest_measurement_index: 11223, sent_torque: 0.324000, measured_torque: 0.004819
joint id: 8, measured_angle: -0.000263, target_angle: -0.128733, newest_measurement_index: 11223, sent_torque: -0.324000, measured_torque: 0.006661
joint id: 0, measured_angle: -0.002355, target_angle: 0.126310, newest_measurement_index: 11231, sent_torque: 0.324000, measured_torque: 0.007419
